temp,humidity,rainfall,wind,heat_stress,low_moisture,flood_risk,fungal_risk,cold_stress
26.06390607203625,88.4062286441706,179.68282544271983,36.495731393472305,0,0,0,1,0
22.329124799338533,98.1530957570368,163.585670009263,26.767796018054547,0,0,0,1,0
13.568611534037323,48.876676234502526,113.47069266857129,10.986894678097192,0,0,0,0,0
41.19034525256168,12.12335694340684,49.91476363326325,11.68238043243392,1,0,0,0,0
34.7416275348823,98.17560899604577,59.20383032296608,16.96152147152682,0,0,0,1,0
17.335082908047287,76.98026331443296,52.86738475695958,32.30985122426274,0,0,0,0,0
7.880967914135968,11.762411637501227,181.78876827178433,2.2293757170329775,0,0,0,0,1
14.450480390002514,82.65855800380321,118.7466585539828,9.13960046570264,0,0,0,0,0
44.22911664271403,68.67244573376283,169.53784949586316,28.065236777681303,1,0,0,0,0
30.233942491475485,99.77592112186872,217.33144699428155,35.497176231030394,0,0,1,1,0
33.694674171532625,48.95275260903372,99.95676437984038,19.644337729575163,0,0,0,0,0
27.91699704441404,21.781304577468127,248.62053566605834,35.002853456211504,0,0,1,0,0
38.55142429255609,18.426200120935658,214.89841659450957,20.358305037865982,1,0,1,0,0
13.214056880056404,60.90134503161312,121.30280450450685,14.292649228979815,0,0,0,0,0
29.563864369946845,80.04015257608012,178.69490411691433,16.896805792930103,0,0,0,1,0
21.283460198202867,24.468522338871185,85.86574610028829,38.739373895210846,0,0,0,0,0
41.85539780458133,77.60843874126576,36.39958875478071,0.10138611420681398,1,0,0,0,0
14.501424109025006,72.9613258129805,269.8464929399728,41.13689850250872,0,0,1,0,0
27.307389961936607,47.28669791360764,164.26085515842476,11.406319965318373,0,0,0,0,0
24.611103548211375,64.45105776911669,33.3854902044292,15.441336970499552,0,0,0,0,0
12.12327445816829,87.00697890830482,93.15338314080414,44.539483855104535,0,0,0,0,0
26.020889243642156,79.96680673568356,146.2895718962987,34.971722810464136,0,0,0,0,0
38.430555916724536,93.57492550119203,78.63277591684643,41.01259950154634,1,0,0,1,0
40.04361492055257,33.42001412127698,28.745403017326442,6.968105855501655,1,0,0,0,0
11.463673319920694,83.14360645704315,217.0505963470142,0.8663385331017182,0,0,1,0,0
31.16552521825803,69.3434975476491,4.160620936039927,26.462214612896258,0,0,0,0,0
15.72753395419988,97.01333342622833,219.3300891764248,18.85204889952273,0,0,1,0,0
5.265818809682035,31.472562463190233,117.78249201589786,6.140695160244608,0,0,0,0,1
39.98307835097431,52.032128052652965,281.52719476296636,25.524417839558733,1,0,1,0,0
37.03123708982624,22.354115467304858,190.99663010675476,43.61499336040851,1,0,0,0,0
34.75303804265735,71.66740885760322,200.01634262421982,13.640300657608806,0,0,1,0,0
27.559398628940748,62.156018511042696,36.621664314037986,20.861186471839826,0,0,0,0,0
41.204706820155046,15.579590217248404,24.77737405964121,10.430800864536533,1,0,0,0,0
10.51285886025861,31.71837931845183,12.785435614696272,12.009279374298586,0,0,0,0,0
16.93440387820045,87.52716417315892,203.62611856621916,13.042405418585185,0,0,1,0,0
15.502753661359655,53.7697831874124,110.13573235065282,46.552132120687766,0,0,0,0,0
35.32510800078458,56.132005129963915,266.91889864409046,46.561344523176075,1,0,1,0,0
33.84629826349469,48.56217030180959,154.3012294705045,22.808029278099916,0,0,0,0,0
27.6079257996545,58.54545606440895,16.794739502163146,19.929992560182676,0,0,0,0,0
15.868429778733137,82.50183017879101,152.4646863850184,45.888722907357675,0,0,0,0,0
43.328425423885065,50.67492362534809,44.95497208542256,34.254177621237126,1,0,0,0,0
8.164665624340163,59.49062961000472,41.9487100832923,39.4441753758244,0,0,0,0,1
27.578153886048895,98.9313254144322,7.352874136763776,44.697896693928655,0,0,0,1,0
20.91644983115467,33.91591190013553,90.59036057215052,8.218538168814321,0,0,0,0,0
40.60193940246108,96.0192639943626,116.5652069035668,4.2286131457518525,1,0,0,1,0
8.885435587598675,68.61322052877902,176.4281024181371,29.994296637806073,0,0,0,0,1
27.019850508601436,65.37581116052928,245.82075799310968,7.80187719931339,0,0,1,0,0
13.628273334314422,87.63471328248741,77.975296030804,49.208169904740465,0,0,0,0,0
42.33414600182316,39.43205613777488,184.93264245954418,15.22356374865162,1,0,0,0,0
42.93403223421934,34.55764522601803,172.46275886165296,9.78956014984425,1,0,0,0,0
29.398698320653867,40.75100833832134,8.711155023026562,24.6293560197274,0,0,0,0,0
44.04342807752625,69.2399463093099,112.79761039461104,5.862069631223315,1,0,0,0,0
11.1710364307894,79.62374628432956,190.44489427604765,41.70929206403466,0,0,0,0,0
21.13266091289377,98.45650016876667,106.45657659163192,20.618612518600155,0,0,0,1,0
18.388883457585663,43.58428853641634,42.07327690685533,38.68938667888181,0,0,0,0,0
14.336258404424678,15.937373381253252,7.458667758408066,37.94398159349954,0,1,0,0,0
24.3772154598854,55.921209390614614,90.50175732419909,8.978200320049224,0,0,0,0,0
29.269923613151136,76.37680586532589,117.40461120159445,44.74032026258615,0,0,0,0,0
38.6615792377262,81.21254744701051,186.0072573889544,20.3597604659059,1,0,0,1,0
24.580695789115804,75.52718431966191,274.6559450762115,20.937982293636743,0,0,1,0,0
5.617213604663869,45.00778283121171,115.58893833392038,15.792885354209146,0,0,0,0,1
23.098217834027025,75.06187940891675,299.38270668993187,24.369063614975346,0,0,1,0,0
26.766517696576905,90.02254278349896,102.32888600953211,36.348218067103296,0,0,0,1,0
36.39861956682928,52.924897897144625,243.16878405505926,7.539549360098519,1,0,1,0,0
9.53642906268055,64.58633702136241,155.37101837574377,30.58708753799484,0,0,0,0,1
13.040554403655818,17.767960879982525,174.35624643953992,36.48525003515349,0,0,0,0,0
40.63336211934348,53.56559857186033,154.20942809108,22.232326294110216,1,0,0,0,0
5.62907097793055,73.66783856401531,40.36456882278112,34.53295682708568,0,0,0,0,1
34.76461991392419,69.74080920840251,152.2336718624312,3.155757232696599,0,0,0,0,0
34.48433908708128,80.75762753541116,231.15688372159573,41.159675624042954,0,0,1,1,0
37.313487451572314,37.38904336500457,220.31482359335686,22.066372810938677,1,0,1,0,0
5.750968186786514,16.416042705994727,12.48664679712519,12.459677885327775,0,1,0,0,1
32.47590977249537,55.689600297211584,283.1378870372909,44.55924602753179,0,0,1,0,0
18.76686863250933,73.39239789914278,189.20336289482285,9.599715713714163,0,0,0,0,0
42.302180951108184,15.278758806872371,264.94073816930063,19.030461196908256,1,0,1,0,0
26.944247577972295,22.22369085032183,234.2671922154398,49.480905869476715,0,0,1,0,0
39.352353819864135,37.17725177103313,160.2833214517269,24.740311084134824,1,0,0,0,0
17.080278903452122,26.098277638191473,35.8156865307484,12.072306845987296,0,0,0,0,0
11.784418721835346,47.33554806596042,66.33382482722347,35.434764025943615,0,0,0,0,0
11.20361147358052,56.48252619588387,104.42724919043232,11.346723712222746,0,0,0,0,0
12.618168697921806,47.13032371867612,211.52080551998384,27.138167029643334,0,0,1,0,0
28.016138034552846,82.7139993245367,130.65959111719874,12.79962061346272,0,0,0,1,0
38.64206262669975,32.464615256413,46.61605625441816,10.247873116012086,1,0,0,0,0
20.777404569455,22.140475258694384,173.13192119187823,48.838043692972654,0,0,0,0,0
17.175235178212183,14.788516512347336,67.45229741740475,1.9729957207868354,0,0,0,0,0
26.587508775325894,31.017481484294972,275.0582175979713,1.4863161125556357,0,0,1,0,0
12.428180222375463,19.102181805808364,82.65242317354321,35.7433262745613,0,0,0,0,0
26.384724467271216,66.27700887255314,56.492035132169725,36.5985523798122,0,0,0,0,0
8.706275623205787,63.217812250170844,175.90220587847392,38.75410701564768,0,0,0,0,1
13.885313302427114,53.70746740386377,226.76027124968184,47.51085035627795,0,0,1,0,0
19.862726107034106,94.53507309821988,39.563661769886814,30.843282521732128,0,0,0,0,0
24.294951285674365,82.24560486078877,237.07802847453507,13.945186629033795,0,0,1,1,0
30.38301664748036,55.890069416362174,258.487020209985,4.958471149672411,0,0,1,0,0
22.323153178303393,29.88679829580703,243.524441602885,4.256324012338125,0,0,1,0,0
27.600808571739556,29.857628668617455,243.55991759195524,36.405303104331,0,0,1,0,0
24.346225627343454,72.76707889620002,248.8398284305758,26.075549992573194,0,0,1,0,0
16.629767922851432,60.135497428006005,217.54440791269067,47.71666950946709,0,0,1,0,0
33.94296439231473,31.687448772466176,233.05306010597454,29.955912355986232,0,0,1,0,0
23.475342595680107,26.648076520243873,272.8728887122011,6.014244352952247,0,0,1,0,0
41.0968031091554,17.717532694135308,264.67278646760536,41.466963199469326,1,0,1,0,0
18.0423277163646,66.15563677167614,137.5293343517304,48.15238652210088,0,0,0,0,0
18.455747763691758,85.04391735960449,75.87060207522089,33.92507552759163,0,0,0,0,0
29.381942480205797,26.573738516187575,121.70234426427335,24.997321323197447,0,0,0,0,0
14.658605788503078,84.64078634324193,49.184575329304806,14.416083653473438,0,0,0,0,0
41.37736600774344,84.3762307091061,14.406096737654106,35.24430699247,1,0,0,1,0
19.78974606393674,80.0832242460806,283.72067979844974,18.63269483025855,0,0,1,0,0
34.06054131449062,73.02660650786339,169.05136172679138,1.7116825387219148,0,0,0,0,0
6.756301555625299,86.36106885252437,40.388900881890656,35.024741894775005,0,0,0,0,1
6.945308264678842,23.556995871984256,30.209141502796143,32.84395392241469,0,0,0,0,1
30.71442432795475,89.00646430506669,150.24560454192826,4.414999545501369,0,0,0,1,0
30.832117521189492,22.164595144887574,247.3902421976001,24.929850261090436,0,0,1,0,0
24.595294940683946,30.613060619730664,30.71471086134959,11.760611396171678,0,0,0,0,0
40.06337088220132,41.41972581844179,235.88854168403867,47.61312708374631,1,0,1,0,0
6.789339558737688,46.67462509080985,130.54775075448114,46.23738262039833,0,0,0,0,1
32.59514849999731,39.88778053118615,244.54998125356778,3.4413984244240026,0,0,1,0,0
5.473232306509583,70.50548393386273,279.10937012324,41.74481563947571,0,0,1,0,1
26.229389147295997,80.36069769460629,113.67992579472005,41.17676315948483,0,0,0,1,0
9.831090415116247,87.42637214962788,258.13849707919866,17.11822179280341,0,0,1,0,1
28.97054984499112,55.544248797951575,112.68842715155296,35.49960436938481,0,0,0,0,0
22.138612570113846,82.34376132190904,184.76638262310786,6.588163986597562,0,0,0,1,0
18.6470245651737,70.55056507602276,205.9855224402749,26.961864421816855,0,0,1,0,0
29.584755830238795,33.622624073560175,21.503336046713372,11.134579508358133,0,0,0,0,0
26.696977179201802,29.55793552498802,20.691147648533125,8.331865001639482,0,0,0,0,0
35.01560867668209,98.91307807242589,171.19278113782443,15.096729964745869,1,0,0,1,0
23.94149187696756,68.23042009176623,49.637811605946325,48.37340456569264,0,0,0,0,0
9.606490018622065,23.19614901586519,103.2602253399714,26.9737748625115,0,0,0,0,1
32.7095794223481,17.617208149774797,180.37763291990194,40.680864300897476,0,0,0,0,0
37.433057892824706,61.84763875748144,252.21489879939736,36.89569316205154,1,0,1,0,0
5.980235322838912,41.38162320476039,257.27617063130504,3.802733170222139,0,0,1,0,1
24.773672842830994,54.418963105891486,69.17313356671795,40.24974992681176,0,0,0,0,0
26.062133671428906,53.223631617661205,80.2042653607014,46.74246011826945,0,0,0,0,0
20.634098929552888,64.72164015028028,222.80016876851712,8.803446529441795,0,0,1,0,0
7.196386512354613,24.775528686388007,130.48431016131906,21.701225096702757,0,0,0,0,1
29.403460058566115,43.01365200750482,11.680415095196961,23.781272487255734,0,0,0,0,0
33.72808372546446,98.6412085366282,165.3190965190336,23.558342943644817,0,0,0,1,0
22.925150845205785,23.818760998873294,10.880971495953384,14.395932735138,0,1,0,0,0
11.08358667715827,63.591621821202786,98.05317178709716,41.44960808355794,0,0,0,0,0
28.89748634423214,40.86835588867625,179.50392918933548,11.243046169887021,0,0,0,0,0
38.45222389234385,93.41865944239223,279.46114423208513,5.343065616619453,1,0,1,1,0
18.30769612431564,47.179837295479935,215.37224077514546,44.08567681346736,0,0,1,0,0
43.73385221890712,76.25886669254129,97.49417108782072,48.369933235183574,1,0,0,0,0
25.189948269611868,34.42740666666012,292.21523835570366,27.467224417528303,0,0,1,0,0
43.63933703682548,23.47997208821611,155.95308098255197,22.618367925282257,1,0,0,0,0
10.086221451073595,53.387029805810585,65.45002760888985,20.97363065600794,0,0,0,0,0
21.241813563742944,38.29298349568023,112.43854254712079,40.715774284690944,0,0,0,0,0
33.211159040696465,89.0496916514998,171.9238748585623,25.47648705163002,0,0,0,1,0
27.285932915051482,64.8639732394034,263.94661440063896,31.532591993049135,0,0,1,0,0
13.171266037769499,50.92732770016328,225.20774999809746,44.66113320101886,0,0,1,0,0
19.147786881613133,10.342514153782401,174.68427974419723,48.058067857371256,0,0,0,0,0
32.32218388713247,86.64724370302503,171.94751941527522,29.770624209584646,0,0,0,1,0
32.46048777980973,77.52783972065764,211.26354682358308,30.252239077198716,0,0,1,0,0
12.757552791314023,57.337056567101484,7.353276733421388,42.100133526269516,0,0,0,0,0
8.973370017063909,89.35232597879094,283.3973881315226,44.502217730486606,0,0,1,0,1
21.28113485338406,68.2995329826351,145.99009794795623,46.28799505781936,0,0,0,0,0
29.153988697095844,98.72492370471439,292.585937867876,10.716215826694969,0,0,1,1,0
41.7045109229345,70.83091024878078,211.56811488170658,41.47975384848064,1,0,1,0,0
22.292798658074297,62.23310131762115,53.03118867984394,27.071315438360187,0,0,0,0,0
35.05452807206542,79.41323620538734,27.451819149650625,17.05057611357816,1,0,0,0,0
13.840322767548642,51.576039738290746,119.3759993604571,6.6958832553351115,0,0,0,0,0
26.35684815529547,28.464303395724134,4.663117566649055,49.301698625145264,0,1,0,0,0
9.378993041159408,79.63811774476223,169.33547303837838,49.94700672037041,0,0,0,0,1
34.949787372334086,36.45071304369573,237.44035977523203,1.0711742427157112,0,0,1,0,0
38.81351059675274,58.88082256383699,46.803789864844425,46.00427164374611,1,0,0,0,0
35.21701734761008,97.46748560207988,197.54293419283684,22.770424803113194,1,0,0,1,0
17.150110326113467,58.61885322303803,146.6727645605511,43.272051105357214,0,0,0,0,0
26.337263544192076,65.00108596240858,87.9959014333511,10.599677702699111,0,0,0,0,0
44.0776916419439,16.633217585650737,244.08172615658583,40.19093755249384,1,0,1,0,0
36.868281425348236,89.93346251702913,260.28495122556336,24.513901771470533,1,0,1,1,0
31.588733797335053,82.6894044906969,72.10968691971549,28.461180879504795,0,0,0,1,0
9.137415204626492,60.73235055140178,69.86251358113546,46.75220949258451,0,0,0,0,1
14.140043552225423,93.33776791136412,94.05937571218632,20.120586975510786,0,0,0,0,0
33.354556019659825,58.16195507032578,148.84599758987466,24.050071096409027,0,0,0,0,0
25.729286507309617,63.43056666993724,128.1982208826576,23.92414318364699,0,0,0,0,0
32.08222907507842,33.933647938427356,76.90420556280972,34.90787790971283,0,0,0,0,0
32.489009727891386,10.738312163188446,256.9798283159996,24.57525015736587,0,0,1,0,0
14.919229691638606,66.56693196886366,90.64391483819206,22.494976769751112,0,0,0,0,0
21.523608634119423,88.14046386516497,200.23139568918722,40.141529973405824,0,0,1,1,0
14.960117037202444,65.32436523660512,228.956211253235,20.076290743436008,0,0,1,0,0
8.346511617804113,66.22144309899907,113.92074301040195,21.756849165069298,0,0,0,0,1
34.52888627955441,34.7178350368648,42.5422446813157,45.86339948717741,0,0,0,0,0
44.65632294791006,40.06385279213366,272.5301095241542,38.544799114430376,1,0,1,0,0
29.91133540385297,83.07050105246869,288.8791124804751,37.34226227431791,0,0,1,1,0
5.541839034731817,65.39168272751125,212.6838518572498,33.03372096918066,0,0,1,0,1
5.892962010632332,62.7075545591751,107.3496110230842,45.725498217635646,0,0,0,0,1
44.32686810615179,10.063757436658756,62.335012127948005,20.125364333363173,1,0,0,0,0
28.5579859053729,69.45620171478762,37.245010136301325,3.8934097691496197,0,0,0,0,0
32.34398194652532,32.4482610623304,18.435873908564616,14.24927797585569,0,0,0,0,0
11.152860668047477,47.31908197857761,64.39681171018421,22.696518194840742,0,0,0,0,0
19.186018250554504,92.43086932541554,50.71624169732571,14.711421733448116,0,0,0,0,0
22.873231080833968,16.470187829660617,264.8112658303452,9.2060214929978,0,0,1,0,0
27.117621694955627,42.448944256000146,292.43802330423085,13.084662413338204,0,0,1,0,0
17.297165450782433,17.970359238373554,147.12226392975012,31.900635122593034,0,0,0,0,0
10.339543087342742,74.16032339799226,43.478149491230454,46.51551294742986,0,0,0,0,0
33.91262936790038,90.83000834522393,191.2280252048609,22.07388132058117,0,0,0,1,0
25.37336179160587,56.74345587141506,57.388837166766336,40.86874469156522,0,0,0,0,0
28.024327228372925,71.55520621755954,171.23103663240167,1.1871843663645298,0,0,0,0,0
16.692734068527045,24.047552972019425,146.0263951564834,14.368095108855494,0,0,0,0,0
5.415022055929173,23.6870596479223,63.174987875439214,40.786681524187614,0,0,0,0,1
18.56114589197698,98.18309889216094,163.89433975017928,24.51929519504274,0,0,0,0,0
21.95833912521332,66.84606272161,170.92842797096608,33.80009248341101,0,0,0,0,0
33.71965952263001,10.108900614450105,125.26342659442966,8.084254284635367,0,0,0,0,0
24.45049856544495,21.338246048007065,253.30679479809044,39.97859211414954,0,0,1,0,0
16.373951254223602,15.509176482951812,275.934698924029,4.624201255299304,0,0,1,0,0
5.800565861903677,82.99712793001677,13.911559472825541,2.9339348640386786,0,0,0,0,1
16.218256819299967,75.03899225823194,171.97622634057,7.878862837432282,0,0,0,0,0
12.850474223379646,72.08204154636569,192.4378955621943,35.20570465362134,0,0,0,0,0
8.729551703751092,44.79578059560093,244.37785150874063,21.61274875062451,0,0,1,0,1
35.102878125886605,53.99830491952404,248.53759065682232,43.84549507539902,1,0,1,0,0
35.82856664455096,82.03147728088986,232.76811920322032,3.1586448406934755,1,0,1,1,0
18.114141821164292,49.412885331796915,174.92384649822168,28.56785316593524,0,0,0,0,0
41.605186150126855,21.074265122580954,57.931322639360616,19.226209172154284,1,0,0,0,0
6.986381690973111,76.64285093238522,98.53732192062061,12.679830999269399,0,0,0,0,1
14.066720575544114,22.846076393758214,185.8104740129546,31.703817842198834,0,0,0,0,0
41.23240384599337,52.404864760513696,118.47391183708866,19.497844261884577,1,0,0,0,0
10.225709154141338,80.56880788792648,221.80630879249549,21.411461429951178,0,0,1,0,0
27.75347279751378,37.858904620603006,176.18841810312816,6.4823058694207125,0,0,0,0,0
10.873717314543692,60.31241951557117,186.2090800312443,24.035863320393446,0,0,0,0,0
38.170194057805126,22.0434315838464,106.08418687282895,34.94982406419962,1,0,0,0,0
28.060643829978396,92.11758702463014,186.87142604140183,15.046675113032892,0,0,0,1,0
38.89941220227827,78.72640195773945,156.78029961961647,8.609194494866312,1,0,0,0,0
10.444480219224083,34.01281914724946,193.16882259374148,36.468438486484864,0,0,0,0,0
14.633699829993478,34.37534790643498,26.961409012841496,17.958816339629426,0,0,0,0,0
5.348397592287024,88.39771639375051,119.75391572367054,3.351206145926877,0,0,0,0,1
31.94499704334057,96.3763775823539,106.15746759734745,9.789553369947445,0,0,0,1,0
39.97539097738048,26.727795781360946,45.84521775425897,26.466905450580665,1,0,0,0,0
13.49546731451845,33.85597062901914,186.81390489173486,12.62836233775359,0,0,0,0,0
21.561893461566612,80.81443369853763,196.22029964710367,24.01659448630909,0,0,0,1,0
35.577646462165454,18.738450707122734,161.0425185642758,2.901492846845538,1,0,0,0,0
24.862233216664155,37.80495621624558,149.79545569121692,45.727081704964725,0,0,0,0,0
40.08302483366486,63.951377762619046,29.88935107435292,31.267864415971953,1,0,0,0,0
13.024600461228832,93.83160075075978,142.67206788440635,36.65555919774152,0,0,0,0,0
22.54305854631439,10.815381560903457,188.1962695505282,28.840415699964556,0,0,0,0,0
23.603415757128282,46.00385997426865,3.595566676876527,11.705079646043377,0,0,0,0,0
34.56939648082839,19.043579674604068,59.5328819839818,27.178746167493927,0,0,0,0,0
41.7461113003096,72.51462726131399,57.52580361199018,4.486327738114842,1,0,0,0,0
28.30003264136284,53.34460505015651,253.36879660047245,0.29254195526418614,0,0,1,0,0
42.51059451102925,88.82973785175759,236.2433624384773,41.56953035693934,1,0,1,1,0
6.4213408376478,44.60375258908136,133.8488814549766,42.335493342213034,0,0,0,0,1
9.010112457092333,70.73291062863586,49.39712615747324,9.343769859683304,0,0,0,0,1
15.726209426619526,91.11952417576876,194.26541861691675,14.383885385025314,0,0,0,0,0
44.268848166698056,30.271754921524387,222.9081145561674,14.495042208679804,1,0,1,0,0
42.90866755678326,92.35177833273411,218.80996231671193,0.5518041601269397,1,0,1,1,0
26.677542933156882,77.1505878218263,44.64762188738079,38.543921172487025,0,0,0,0,0
41.46913317177773,18.025534410545973,295.337218879231,43.698998789455324,1,0,1,0,0
13.436522573429741,16.847766207193047,32.5272538294391,29.34952513940946,0,0,0,0,0
9.277501687073908,76.68378563545093,18.485834347271002,9.668173786526834,0,0,0,0,1
32.133587960328455,52.918610574463536,88.65383163473989,46.978350104691835,0,0,0,0,0
33.56983590758077,17.59422575539452,28.882732089319596,49.370124062286635,0,0,0,0,0
14.057969887561349,37.473387278318555,222.99297896409033,34.680678257582365,0,0,1,0,0
11.493499686519524,90.53072045235986,153.78637921378063,7.895516067316466,0,0,0,0,0
16.6416053152367,94.72857423492381,11.175146635706612,28.50614971533202,0,0,0,0,0
23.96276514525413,27.96056642797516,213.84330872867895,24.908758701247258,0,0,1,0,0
43.44438544099018,30.200496634820087,236.69681558113797,17.03979444855831,1,0,1,0,0
19.215575553324804,51.540568566236054,168.75167454608965,49.78241367129291,0,0,0,0,0
8.38893616305755,86.56202325963274,150.2785142969945,17.68787716146975,0,0,0,0,1
24.15128894694154,61.35793590956073,35.07552550626434,14.00774998879002,0,0,0,0,0
25.518700265620712,66.8282462993315,72.91075699074682,15.702103461865258,0,0,0,0,0
17.56732553493528,49.930691693710216,293.09613196063367,47.365799413836655,0,0,1,0,0
28.315316818953132,76.60486552721335,150.97484312865285,27.85614391688319,0,0,0,0,0
21.24531865676414,31.328588170330775,204.05017280134905,6.422674326709515,0,0,1,0,0
19.442355379890373,56.45280888416948,214.80848193900835,20.122167650743584,0,0,1,0,0
36.14022148137151,58.86847413429892,228.41622903381224,41.11401907455098,1,0,1,0,0
25.958837062885944,73.22290733810965,98.50054083853956,46.63294195174678,0,0,0,0,0
25.24727549941613,62.454144257193356,187.7177953610115,17.09762515467595,0,0,0,0,0
15.493903159997476,61.57582211436023,54.48769077414283,10.521787499254659,0,0,0,0,0
41.55655005172369,86.94491620255572,167.84956081735282,47.03637048577908,1,0,0,1,0
30.664546576953068,34.48444996590514,290.7905437000708,18.155089167855625,0,0,1,0,0
16.26128046453518,57.6439562357001,173.61679737759343,3.4652810020099176,0,0,0,0,0
17.553489847980153,62.11578388031795,47.044350296056066,42.94939329626588,0,0,0,0,0
13.992349415304428,51.13892331735096,18.002689540192506,10.08177128966245,0,0,0,0,0
12.069494576423946,38.775495778710024,8.435709710371174,33.87022239613759,0,0,0,0,0
5.382012667523051,83.17184747273032,240.71010494032583,36.18452862889429,0,0,1,0,1
36.737985142127314,32.73365335568623,280.39783646231615,38.083333264388386,1,0,1,0,0
42.12397240799906,19.24641593434055,158.072658037185,28.019407743368696,1,0,0,0,0
35.979844847678805,68.1054303770951,79.70044895347698,4.34666876114661,1,0,0,0,0
29.857024218107235,46.48247572826926,253.70643235598948,20.669351722549568,0,0,1,0,0
25.216505062859472,87.03920583974649,154.59827470912748,27.661611218358583,0,0,0,1,0
44.075747985926974,90.7610028133196,70.62162702135836,34.13518886694305,1,0,0,1,0
35.139170062854674,49.42548393685064,105.6816307313161,1.7129770572382408,1,0,0,0,0
27.959468530960446,11.046197795820191,210.25280022305083,23.46549997586966,0,0,1,0,0
6.343938167143395,23.251929762480543,141.7325042677041,37.12367465624236,0,0,0,0,1
35.49834355081524,68.51532429263827,107.90530875977178,16.31654380994573,1,0,0,0,0
30.29199390822763,90.6239405537725,161.84055316160106,9.692611560185988,0,0,0,1,0
8.315294775675932,91.1139584297768,85.72030749068273,47.403334380864884,0,0,0,0,1
27.47529857289267,46.701592096840514,211.8835021196138,46.61230326465708,0,0,1,0,0
15.66168395061541,35.079167705122984,208.44900784153168,40.6580380797122,0,0,1,0,0
41.07353417603804,22.90560844538165,69.81980471559676,3.982641402374021,1,0,0,0,0
34.892579916225806,19.55764042645387,247.3137220828544,47.224506807633574,0,0,1,0,0
34.84087563463081,34.449785220545444,42.55493210551051,24.167997365577882,0,0,0,0,0
19.07828064375616,70.16755865366656,73.49839630736608,27.077214297599195,0,0,0,0,0
31.801203985563493,60.30939472855903,141.21015181695165,45.6010544620566,0,0,0,0,0
30.76811821771674,96.34833321605558,221.55609004051976,35.13761780044497,0,0,1,1,0
18.00476279045607,23.713926808725834,73.899169216741,18.00158566141687,0,0,0,0,0
31.917831333674002,99.76575574895188,64.94495223075725,25.936711170004536,0,0,0,1,0
10.089009105877631,76.65422101630156,248.39471734403884,17.34042993214703,0,0,1,0,0
44.33239375943744,20.764327319119122,163.9527242527167,43.24558252911886,1,0,0,0,0
41.808588239684724,10.631282365543964,253.2338636853769,5.0755755767478705,1,0,1,0,0
15.641768501497836,11.342390108720336,210.4030430013013,38.09087703795272,0,0,1,0,0
22.979203878714287,96.80202891199546,109.53401803291212,21.70490577220078,0,0,0,1,0
28.65499073548204,28.335659590042326,255.4248037857149,5.683586979696637,0,0,1,0,0
41.25849487828549,35.76630207319042,259.5374992979404,32.351497027599194,1,0,1,0,0
40.41448234389978,44.479061251388444,173.29512918992046,14.952729647915042,1,0,0,0,0
16.04965197464448,44.54553155196247,123.06669182215454,45.14620218162316,0,0,0,0,0
11.43108502847853,54.565193909959696,12.630961190512357,3.979145732075601,0,0,0,0,0
